asx_ticker,company,n_etfs,etfs,etf_shares,adv_dollars_63d,etf_pct_float,days_to_exit_20pct_adv,inflow5_buy_days,forced_flow_score
WOR.AX,Worley Limited,19,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVR.AX,MVW.AX,QOZ.AX",27894497.0,26548083.5168254,0.05509228005902799,63.130030064760255,0.5000996997003104,0.7444270359454279
STO.AX,Santos Limited,24,"A200.AX,ACWX,AUMF.AX,EPP,EWA,FLAU,GEAR.AX,HVST.AX,IOZ.AX,IVE.AX,IXC,IXUS",176480537.0,116114972.30888887,0.05446480165903708,59.44150066150964,0.3706453645734876,0.7387013920498251
FMG.AX,Fortescue Ltd,30,"A200.AX,ACWX,AUMF.AX,EPP,EWA,FLAU,GEAR.AX,GNR,HGEN.AX,IHD.AX,ILC.AX,IOZ.AX",93143289.0,122514916.78746033,0.03025149408334094,79.496967724966,0.5184401131534095,0.7372155986842476
DXI.AX,Dexus Industria REIT,9,"AUMF.AX,ISO.AX,QOZ.AX,REET,VAP.AX,VAS.AX,VNQI,VPL,VSO.AX",16840742.0,1743170.6393650793,0.05351261812612407,116.0582818985411,0.6518149032765577,0.7365972401005054
AGL.AX,AGL Energy Limited,19,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,HVST.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVW.AX,QOZ.AX",33872070.0,22343291.54920635,0.050348880440152184,69.94280930771932,0.4774188557169004,0.7323086128744047
VUL.AX,Vulcan Energy Resources Limited,11,"FAIR.AX,GEAR.AX,IOZ.AX,ISO.AX,IXUS,LIT,PICK,REMX,VAS.AX,VPL,VSO.AX",33080927.0,8268614.75984127,0.1395249983808555,71.08300926093526,0.48101518365538676,0.7295617906643048
ALD.AX,Ampol Limited,19,"A200.AX,EX20.AX,FLAU,GEAR.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVR.AX,MVW.AX,QOZ.AX,QRE.AX",13746952.0,38635624.46809524,0.057687078954422,60.51999829828598,0.4394849441840661,0.726789945827896
BOE.AX,Boss Energy Limited,7,"ISO.AX,URA,URNJ,URNM,URNM.AX,VAS.AX,VPL",93974825.0,8153659.645238096,0.22634991268742097,82.50657848493334,0.48818845797103827,0.7251910000067471
AEE.AX,Aura Energy Limited,3,"URA,URNJ,URNM.AX",84820944.0,394593.90049206355,0.08320346857098014,122.14975861058254,0.7833723048850347,0.7246099732298326
CGF.AX,Challenger Limited,20,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,HVST.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX",24979789.0,14568594.077142853,0.03652994548553643,75.66967739713112,0.5506189184262735,0.7238817172229663
QRI.AX,Qualitas Real Estate Income Fund,2,"VAP.AX,VAS.AX",34255845.0,1370022.2993650793,0.05427751915629892,193.8476412450761,1.00897477877509,0.7227355694165571
ALL.AX,Aristocrat Leisure Limited,19,"A200.AX,ACWX,EPP,EWA,FLAU,GEAR.AX,ILC.AX,IOZ.AX,IVE.AX,IXUS,MVOL.AX,MVW.AX",24438568.0,75362439.9684127,0.04060961731325728,80.49773995830512,0.4923575685705126,0.7196186005295374
GOZ.AX,Growthpoint Properties Australia,10,"AUMF.AX,ISO.AX,IXUS,MVS.AX,REET,VAP.AX,VAS.AX,VNQI,VPL,VSO.AX",19539336.0,1194664.825238095,0.025903835697963846,178.15523480740904,1.0786357172550842,0.7169655748325965
BXB.AX,Brambles Limited,23,"A200.AX,ACWX,AUMF.AX,EPP,EWA,EXI,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,ILC.AX,IOZ.AX",59057629.0,86159275.38587302,0.044095563387117245,66.45157224454518,0.3662829461904317,0.7120624016624726
DRR.AX,Deterra Royalties Limited,21,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,MVR.AX",21943503.0,7166487.1985714305,0.04144537600858239,66.16116865861567,0.47765245434538095,0.7094890022839035
BGL.AX,Bellevue Gold Limited,16,"A200.AX,EX20.AX,GDX.AX,GDXJ,GEAR.AX,GOAU,GOEX,IOZ.AX,ISO.AX,IXUS,QOZ.AX,QRE.AX",89980060.0,11304483.243174601,0.060452001333171905,61.52401577762826,0.42188097336824076,0.7082053485243398
LTR.AX,Liontown Resources Limited,19,"A200.AX,ACDC.AX,BATT,EX20.AX,FAIR.AX,GEAR.AX,GRNV.AX,ILIT,IOZ.AX,ISO.AX,IXUS,LIT",222301074.0,46805189.040476196,0.06992556847671204,50.41395337189187,0.36176792409024683,0.7070765074536202
NXT.AX,NEXTDC Limited,18,"A200.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXN,IXUS,MVE.AX,MVOL.AX,MVW.AX",34857687.0,39928037.446984135,0.04823903000737323,61.57109062944181,0.4656302432198179,0.706441978259004
NWH.AX,NRW Holdings Limited,15,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVS.AX,QOZ.AX,VAS.AX,VHY.AX",20053463.0,9053009.297301585,0.04364506106427554,73.925883449731,0.5849485508141554,0.7056831374932955
MTS.AX,Metcash Limited,20,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,HVST.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVE.AX,MVOL.AX",54496800.0,14450744.323015872,0.04955488205021563,56.2181939602444,0.4117016936036001,0.7019640991249525
WAF.AX,West African Resources Limited,16,"A200.AX,AUMF.AX,EX20.AX,GDX.AX,GDXJ,GEAR.AX,GOAU,IOZ.AX,ISO.AX,IXUS,MVS.AX,QRE.AX",67925629.0,18052654.534126986,0.05942696391363509,59.527774317055815,0.41604578983628093,0.7007637309814797
ORA.AX,Orora Limited,21,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX",62284700.0,8281525.3317460315,0.05083042888854799,55.34985514859364,0.364264204322452,0.699828595706792
GBP.AX,,15,"ARMR.AX,BNKS.AX,DRUG.AX,ETHI.AX,F100.AX,FOOD.AX,FUEL.AX,HACK.AX,HEUR.AX,INCM.AX,MNRS.AX,POU.AX",-36630097.45,,,,,0.6908396946564885
ORI.AX,Orica Limited,17,"A200.AX,EX20.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVR.AX,MVW.AX,QOZ.AX",21165046.0,37744542.8631746,0.04567730430357515,60.813015290096324,0.4570714405303336,0.6839203042037622
VNT.AX,Ventia Services Group Limited,15,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,QOZ.AX,VAS.AX,VHY.AX",34277645.0,14836979.576349208,0.04174272196013571,66.39656932655151,0.5217254629417333,0.6779455353194301
QAN.AX,Qantas Airways Limited,22,"A200.AX,ACWX,EPP,EWA,EX20.AX,EXI,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IVE.AX,IXUS",69993918.0,64490111.53968254,0.04625558682203232,48.58157377966402,0.3531440378812117,0.6764976940987697
REH.AX,Reece Limited,16,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,IOZ.AX,ISO.AX,IXUS,MVW.AX,QOZ.AX,VAS.AX",12290906.0,8722918.90063492,0.01998222519388318,99.28538028702125,0.8000700105086385,0.6764154888467673
PLS.AX,PLS Group Limited,28,"A200.AX,ACDC.AX,ACWX,BATT,EPP,EWA,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,ILIT",229227067.0,187181775.58269843,0.07116643924473019,36.539123476374215,0.252614832531214,0.675796802668753
ALQ.AX,ALS Limited,19,"A200.AX,AUMF.AX,EX20.AX,EXI,FLAU,GEAR.AX,GRNV.AX,HVST.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX",21576639.0,40678916.69428572,0.04251198027107992,58.92815248202793,0.424299733791023,0.6755368322185927
CSL.AX,CSL Limited,23,"A200.AX,ACWX,EPP,EWA,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,HVST.AX,ILC.AX,IOZ.AX,IVE.AX",20877016.0,214676456.64746028,0.043592593211278896,55.69930738922209,0.2959188307020498,0.6707564023491103
SGH.AX,SGH Limited,19,"A200.AX,ACWX,EPP,EWA,EX20.AX,FLAU,GEAR.AX,HVST.AX,IOZ.AX,IVE.AX,IXUS,MVE.AX",9319157.0,23415798.80206349,0.0228972950497136,82.02606257781626,0.530869067485124,0.6698191133163364
VAU.AX,Vault Minerals Limited,16,"A200.AX,EX20.AX,GDX,GDXJ,GEAR.AX,GOEX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,QOZ.AX,QRE.AX",64198510.0,29672135.955079366,0.06205357271664199,48.62371063146871,0.348109508995183,0.6695801576902212
TNE.AX,Technology One Limited,18,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVW.AX",13867151.0,34199227.63793651,0.04235944905740257,59.05986928349536,0.4353885802729808,0.6693069370972716
FFM.AX,FireFly Metals Ltd,10,"A200.AX,COPX,EX20.AX,IOZ.AX,ISO.AX,PICK,QRE.AX,VAS.AX,VPL,VSO.AX",55811440.0,9634257.417619048,0.0852234718969901,56.39993572937892,0.39775971645988584,0.6688680722942288
APZ.AX,Aspen Group,5,"ISO.AX,REET,VAP.AX,VAS.AX,VPL",12219397.0,2961321.2615873017,0.05367270948147299,99.06054619018215,0.5185679689687245,0.6687642667305461
RRL.AX,Regis Resources Limited,18,"A200.AX,AUMF.AX,EX20.AX,GDX.AX,GDXJ,GEAR.AX,GOEX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVR.AX",45490234.0,33104396.443809528,0.06007278158393771,46.00677322066946,0.32703133515519345,0.668362810405331
SIG.AX,Sigma Healthcare Limited,20,"A200.AX,ACWX,EPP,EWA,EX20.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IVE.AX,IXJ,IXJ.AX",244017877.0,40640259.072380945,0.021138613880255456,83.70826520433312,0.509018208033288,0.6679627550683853
FFX.AX,Firefinch Limited,7,"GDXJ,GOEX,ISO.AX,SGDJ,VAS.AX,VPL,VSO.AX",80012313.0,,0.0676436682588663,,,0.6674982682112165
VSL.AX,Vulcan Steel Limited,7,"AUMF.AX,ISO.AX,MVOL.AX,PICK,VAS.AX,VPL,VSO.AX",2408998.0,268170.17619047617,0.016440311338165165,238.11341944314483,1.3782307072050621,0.6665894032091079
MIN.AX,Mineral Resources Limited,22,"A200.AX,ACDC.AX,BATT,EX20.AX,FLAU,GEAR.AX,ILIT,IOZ.AX,IXUS,LIT,MVE.AX,MVR.AX",9433719.0,73282666.37507935,0.048013858330599665,41.20225704265659,0.3273881018973055,0.6595088921352784
RIO.AX,Rio Tinto Group,31,"A200.AX,ACWX,AUMF.AX,EPP,EWA,FLAU,GEAR.AX,GNR,HVST.AX,IHD.AX,ILC.AX,IOZ.AX",20710166.0,237129534.66492066,0.01275242929736619,76.75616796427848,0.5120062175916431,0.6583149922361552
RHC.AX,Ramsay Health Care Limited,18,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVW.AX",8804635.0,27781970.28301587,0.038292676031835775,61.44811295077028,0.43505748252682647,0.6578733254565731
DVP.AX,Develop Global Limited,6,"COPX,ISO.AX,PICK,VAS.AX,VPL,VSO.AX",17143512.0,7100966.85936508,0.05195232304722743,71.43491804631215,0.5323563784012172,0.6556430985031646
ANN.AX,Ansell Limited,16,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,GRNV.AX,HVST.AX,IOZ.AX,IXUS,MVE.AX,QOZ.AX,VAS.AX",5709414.0,12640143.16793651,0.04041775835539484,62.137527486926594,0.43057253451049243,0.654318906694962
ABG.AX,Abacus Property Group,9,"AUMF.AX,ISO.AX,IXUS,REET,VAP.AX,VAS.AX,VNQI,VPL,VSO.AX",28427164.0,1357541.1582539682,0.03180989147973833,104.76736719745305,0.605278644091476,0.6529662420654576
ASK.AX,Abacus Storage King,9,"AUMF.AX,ISO.AX,IXUS,REET,VAP.AX,VAS.AX,VNQI,VPL,VSO.AX",27349189.0,1367740.1907936505,0.020812059477647655,139.18702246521974,0.7992425931541897,0.651848629811168
ASX.AX,ASX Limited,23,"A200.AX,ACWX,AUMF.AX,EPP,EWA,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IVE.AX",9317425.0,55095488.926507935,0.04773017461997626,44.607630930960376,0.26390294193251246,0.6503398909063678
SEK.AX,SEEK Limited,16,"A200.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,MVE.AX,MVW.AX,QOZ.AX,VAS.AX",17138131.0,22842224.774603177,0.0479763783756718,51.75378495677592,0.352990558353158,0.6500895113012775
AOV.AX,Amotiv Limited,11,"A200.AX,EX20.AX,FAIR.AX,GRNV.AX,ISO.AX,IXUS,QOZ.AX,VAS.AX,VHY.AX,VPL,VSO.AX",5350875.0,2337029.5700000003,0.03997666431270948,73.8830201253761,0.5145573814006066,0.6494352009887046
MYS.AX,MyState Limited,5,"ISO.AX,MVS.AX,QOZ.AX,VAS.AX,VPL",4233136.0,675428.8436507935,0.02483957892506492,142.01741224224793,0.8624179338738435,0.6428601330261363
SUL.AX,Super Retail Group Limited,16,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVS.AX,QOZ.AX,VAS.AX",7260151.0,6950552.153650795,0.032149242892220355,63.20085265901922,0.4656942025746938,0.6415741094356685
CWY.AX,Cleanaway Waste Management Limited,16,"A200.AX,EX20.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVW.AX,QOZ.AX,VAS.AX",104454253.0,24224436.622698408,0.046606192167399335,49.6142102609154,0.3624153151269328,0.6406482443818697
CAR.AX,CAR Group Limited,20,"A200.AX,ACWX,EPP,EWA,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IVE.AX,IXP",17704013.0,50083327.75904761,0.04672986386985318,44.70746875028584,0.2958186289158916,0.6390180586133345
APE.AX,Eagers Automotive Limited,16,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,IXUS,MVE.AX,QOZ.AX,VAS.AX",7696270.0,12581945.476825397,0.027256667535824747,69.2794862140305,0.4722579511093181,0.6362271017876945
BGA.AX,Bega Cheese Limited,13,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,GEAR.AX,IOZ.AX,ISO.AX,IXUS,MVS.AX,QOZ.AX,VAS.AX,VPL",10493517.0,4314935.531111111,0.0343404686437314,67.3983404239276,0.48933848398935104,0.63575945050926
BKY.AX,Berkeley Energia Limited,1,URNJ,12289834.0,47044.113095238084,0.027537581912783465,613.1953272122001,5.03929341384787,0.6353390703872678
HLI.AX,Helia Group Limited,15,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,QFN.AX,QOZ.AX,VAS.AX,VHY.AX",10521515.0,4375812.980317459,0.038372222967313255,61.418392402605875,0.42785049602657627,0.6332958300622697
AMP.AX,AMP Limited,17,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,HVST.AX,IOZ.AX,IXUS,MVE.AX,QFN.AX,QOZ.AX,VAS.AX",104975570.0,15686741.55714286,0.04245133366943286,49.29122048122083,0.35448936448551494,0.6318180244208565
NEC.AX,Nine Entertainment Co. Holdings Limited,16,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,QOZ.AX,VAS.AX",59171721.0,4951718.632301586,0.03731437403076676,56.54027794952859,0.41251659644541055,0.6313311566018276
PRN.AX,Perenti Limited,14,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,GRNV.AX,IOZ.AX,ISO.AX,MVS.AX,PICK,QOZ.AX,QRE.AX,VAS.AX",32863733.0,5605166.55015873,0.03509687409731396,60.3872412832995,0.4498933909274401,0.6227838386900155
PMV.AX,Premier Investments Limited,14,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,QOZ.AX,VAS.AX,VHY.AX",4229866.0,3936197.7758730156,0.02651851172194556,67.73854629679386,0.5050420050210952,0.617524486905123
LOT.AX,Lotus Resources Limited,6,"ISO.AX,URA,URNJ,URNM,URNM.AX,VAS.AX",56099321.0,4999322.954841271,0.2854070330028134,55.37530991817601,0.2573530453461268,0.6119795217056715
MFG.AX,Magellan Financial Group Limited,19,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,GRNV.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,QFN.AX,QOZ.AX",7175713.0,7247966.359047617,0.0387746665515932,46.35338623405385,0.30840366965263727,0.6119278942424206
SVL.AX,Silver Mines Limited,2,"SIL,SILJ",137649524.0,1413916.486825397,0.062599265087089,78.54820673360604,0.465884942261156,0.6115514117528781
PNR.AX,Pantoro Gold Limited,15,"A200.AX,AUMF.AX,EX20.AX,GDX.AX,GDXJ,GEAR.AX,GOEX,IOZ.AX,ISO.AX,MVS.AX,QRE.AX,SGDJ",21039866.0,7974969.988095238,0.053873366057002686,41.903193446930054,0.2734283960572927,0.6086280092600724
IGO.AX,IGO Limited,18,"A200.AX,EX20.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,LIT,MVE.AX,MVR.AX,PICK,QOZ.AX",32952757.0,32982006.193809524,0.0435153276496194,41.84679597192498,0.3042825690253963,0.6062805453778288
HUB.AX,HUB24 Limited,15,"A200.AX,EX20.AX,FINX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IXUS,MVE.AX,QOZ.AX,VAS.AX,VEU",3150153.0,24811912.33984126,0.03853368940485742,52.831615490771085,0.33202800784290176,0.598739332206186
IMD.AX,Imdex Limited,11,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,IOZ.AX,ISO.AX,PICK,QOZ.AX,VAS.AX,VPL,VSO.AX",16767773.0,5389445.796507936,0.032759677521303376,62.3927644690396,0.43847546921690467,0.5973730968097113
NEU.AX,Neuren Pharmaceuticals Limited,10,"A200.AX,EX20.AX,FAIR.AX,GEAR.AX,IOZ.AX,ISO.AX,IXUS,VAS.AX,VPL,VSO.AX",4323711.0,4486041.27015873,0.03410566800201279,61.4626348756504,0.4566788943688564,0.5948536529047519
ALK.AX,Alkane Resources Limited,11,"AUMF.AX,GDX.AX,GDXJ,GEAR.AX,IOZ.AX,ISO.AX,MVS.AX,SGDJ,VAS.AX,VPL,VSO.AX",61709386.0,9758027.916349208,0.045168473323750895,50.04039058977213,0.3378785915509916,0.5924114097265332
PWH.AX,PWR Holdings Limited,6,"AUMF.AX,ISO.AX,MVS.AX,VAS.AX,VPL,VSO.AX",2398550.0,1184734.0857142855,0.023848580067495576,90.06830016931394,0.5849017260487824,0.5897660650697575
SGLLV.AX,Ricegrowers Limited,3,"ISO.AX,MVS.AX,VAS.AX",1466412.0,724345.2820634921,0.021518728470642866,131.20544205165962,0.7584549591519455,0.5871692322456034
TWE.AX,Treasury Wine Estates Limited,15,"A200.AX,EX20.AX,FLAU,GEAR.AX,IOZ.AX,IXUS,MOO,MVE.AX,QOZ.AX,VAS.AX,VEU,VEU.AX",39354461.0,21852869.78603175,0.04873996154717573,37.97322100964667,0.27461563191547445,0.5849737093747556
WHC.AX,Whitehaven Coal Limited,17,"A200.AX,EX20.AX,FLAU,GEAR.AX,IOZ.AX,IXUS,MVE.AX,MVOL.AX,MVR.AX,MVW.AX,QOZ.AX,QRE.AX",38769746.0,45022665.66301588,0.047087952566017735,36.96883412615646,0.2592574130934624,0.5795623468775583
.AX,,11,"BANK.AX,FLOT.AX,GDX.AX,GRNV.AX,MONY.AX,MVA.AX,MVE.AX,MVR.AX,MVS.AX,MVW.AX,PLUS.AX",1594433932.0,,,,,0.5712468193384224
XRO.AX,Xero Limited,20,"A200.AX,ACWX,EPP,EWA,EX20.AX,FAIR.AX,FINX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,IVE.AX",7251845.0,73180499.03682539,0.041817261699066174,38.30769557779636,0.21463459148647565,0.5700036757471338
SSM.AX,Service Stream Limited,8,"AUMF.AX,GRNV.AX,ISO.AX,MVS.AX,QOZ.AX,VAS.AX,VPL,VSO.AX",16250573.0,2608162.27936508,0.026278186105620327,67.98697186444683,0.4701608723033899,0.5667394706600715
DGT.AX,Digico Infrastructure REIT,7,"ISO.AX,REET,VAP.AX,VAS.AX,VNQI,VPL,VSO.AX",26489020.0,6324755.090952382,0.04785694990519496,49.70826800368378,0.3065715695952115,0.566320226662895
NIC.AX,Nickel Industries Limited,14,"A200.AX,EX20.AX,FAIR.AX,GEAR.AX,IOZ.AX,ISO.AX,IXUS,PICK,QOZ.AX,QRE.AX,VAS.AX,VHY.AX",108560399.0,10242120.612936508,0.025002764231330833,52.72308047663677,0.38609772136026216,0.5599838912835333
EVT.AX,EVT Limited,8,"GEAR.AX,IOZ.AX,ISO.AX,MVS.AX,QOZ.AX,VAS.AX,VPL,VSO.AX",3060855.0,2390510.032698413,0.01883343172356965,79.67145798614025,0.5328766308152134,0.5595206451025437
SGM.AX,Sims Limited,20,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FLAU,GEAR.AX,GRNV.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,PICK",6975829.0,24757708.24142857,0.03610061078838522,32.133223820751574,0.26959616209284015,0.5578962096589959
AUB.AX,AUB Group Limited,14,"A200.AX,EX20.AX,GEAR.AX,GRNV.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,MVS.AX,QFN.AX,QOZ.AX,VAS.AX",4484951.0,13144979.224920632,0.034330474981330426,43.79042128409291,0.32231804512794043,0.5557216249411934
SRG.AX,SRG Global Limited,12,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,IOZ.AX,ISO.AX,IXUS,MVS.AX,QOZ.AX,VAS.AX,VPL,VSO.AX",20919891.0,7227900.237460317,0.03338677096386663,44.87676171473762,0.35365875295475113,0.5554927062459654
PDI.AX,Predictive Discovery Limited,14,"A200.AX,EX20.AX,GDX.AX,GDXJ,GEAR.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,QRE.AX,SGDJ,VAS.AX",172409347.0,23857148.748412695,0.06358071565730378,31.644300262663688,0.2160452558698855,0.5553198689020696
DTL.AX,Data#3 Limited,11,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,GRNV.AX,IOZ.AX,ISO.AX,QOZ.AX,VAS.AX,VPL,VSO.AX",4942096.0,4209850.94873016,0.03186848597332614,47.21092660026702,0.3736357747002004,0.5526832159486386
IRE.AX,Iress Limited,15,"A200.AX,AUMF.AX,EX20.AX,FAIR.AX,FINX,GEAR.AX,GRNV.AX,IOZ.AX,ISO.AX,IXUS,MVS.AX,QOZ.AX",7257111.0,5905419.523333333,0.0388518198707607,39.83629207393544,0.27166857855777593,0.5526579145186937
HVN.AX,Harvey Norman Holdings Limited,18,"A200.AX,AUMF.AX,EX20.AX,FLAU,GEAR.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,MVOL.AX,QOZ.AX,VAS.AX",25885719.0,12378410.005555553,0.020774944433696114,48.579656194912786,0.3332877380819781,0.5471128377977881
GNC.AX,GrainCorp Limited,15,"A200.AX,AUMF.AX,EX20.AX,GEAR.AX,IHD.AX,IOZ.AX,ISO.AX,IXUS,QOZ.AX,VAS.AX,VEGI,VHY.AX",9990881.0,7632138.889365079,0.0450561814859965,36.48582024516017,0.23713865821845181,0.5457550153010224
